"icd10cm","icd9cm","flags","approximate","no_map","combination","scenario","choice_list"
"A928","0663","10000",1,0,0,0,0
"A929","0669","10000",1,0,0,0,0
"A930","0663","10000",1,0,0,0,0
"A931","0660","00000",0,0,0,0,0
"A932","0661","10000",1,0,0,0,0
"A938","0668","00000",0,0,0,0,0
"A94","0669","10000",1,0,0,0,0
"A950","0600","00000",0,0,0,0,0
"A951","0601","00000",0,0,0,0,0
"A959","0609","00000",0,0,0,0,0
"A960","0787","10000",1,0,0,0,0
"A961","0787","10000",1,0,0,0,0
"A962","07889","10000",1,0,0,0,0
"A968","0787","10000",1,0,0,0,0
"A969","0787","10000",1,0,0,0,0
"A980","0650","00000",0,0,0,0,0
"A981","0651","00000",0,0,0,0,0
"A982","0652","00000",0,0,0,0,0
"A983","07889","10000",1,0,0,0,0
"A984","07889","10000",1,0,0,0,0
"A985","0786","00000",0,0,0,0,0
"A988","0653","10000",1,0,0,0,0
"A99","0659","10000",1,0,0,0,0
"B000","0540","00000",0,0,0,0,0
"B001","05473","10000",1,0,0,0,0
"B002","0542","00000",0,0,0,0,0
"B003","05472","00000",0,0,0,0,0
"B004","0543","10000",1,0,0,0,0
"B0050","05440","00000",0,0,0,0,0
"B0051","05444","00000",0,0,0,0,0
"B0052","05442","10000",1,0,0,0,0
"B0052","05443","10000",1,0,0,0,0
"B0053","05449","10000",1,0,0,0,0
"B0059","05441","10000",1,0,0,0,0
"B0059","05449","10000",1,0,0,0,0
"B007","0545","00000",0,0,0,0,0
"B0081","05471","10000",1,0,0,0,0
"B0082","05474","00000",0,0,0,0,0
"B0089","0546","10000",1,0,0,0,0
"B0089","05479","10000",1,0,0,0,0
"B009","0548","10000",1,0,0,0,0
"B009","0549","10000",1,0,0,0,0
"B010","0527","10000",1,0,0,0,0
"B0111","0520","10000",1,0,0,0,0
"B0112","0522","00000",0,0,0,0,0
"B012","0521","00000",0,0,0,0,0
"B0181","0527","10000",1,0,0,0,0
"B0189","0527","10000",1,0,0,0,0
"B0189","0528","10000",1,0,0,0,0
"B019","0529","00000",0,0,0,0,0
"B020","05319","10000",1,0,0,0,0
"B021","0530","00000",0,0,0,0,0
"B0221","05311","00000",0,0,0,0,0
"B0222","05312","00000",0,0,0,0,0
"B0223","05313","00000",0,0,0,0,0
"B0224","05314","00000",0,0,0,0,0
"B0229","05310","10000",1,0,0,0,0
"B0229","05319","10000",1,0,0,0,0
"B0230","05329","10000",1,0,0,0,0
"B0231","05329","10000",1,0,0,0,0
"B0232","05322","00000",0,0,0,0,0
"B0233","05321","00000",0,0,0,0,0
"B0234","05329","10000",1,0,0,0,0
"B0239","05320","10000",1,0,0,0,0
"B0239","05329","10000",1,0,0,0,0
"B027","0538","10000",1,0,0,0,0
"B028","05371","10000",1,0,0,0,0
"B028","05379","10000",1,0,0,0,0
"B028","0538","10000",1,0,0,0,0
"B029","0539","00000",0,0,0,0,0
"B03","0500","10000",1,0,0,0,0
"B03","0501","10000",1,0,0,0,0
"B03","0509","10000",1,0,0,0,0
"B04","05901","00000",0,0,0,0,0
"B050","0550","00000",0,0,0,0,0
"B051","05579","10000",1,0,0,0,0
"B052","0551","00000",0,0,0,0,0
"B053","0552","00000",0,0,0,0,0
"B054","05579","10000",1,0,0,0,0
"B0581","05571","00000",0,0,0,0,0
"B0589","05579","10000",1,0,0,0,0
"B059","0559","00000",0,0,0,0,0
"B0600","05600","00000",0,0,0,0,0
"B0601","05601","00000",0,0,0,0,0
"B0602","05609","10000",1,0,0,0,0
"B0609","05609","10000",1,0,0,0,0
"B0681","05679","10000",1,0,0,0,0
"B0682","05671","00000",0,0,0,0,0
"B0689","05679","10000",1,0,0,0,0
"B069","0569","00000",0,0,0,0,0
"B070","07812","00000",0,0,0,0,0
"B078","07819","00000",0,0,0,0,0
"B079","07810","00000",0,0,0,0,0
"B08010","05101","00000",0,0,0,0,0
"B08011","05102","00000",0,0,0,0,0
"B0802","0512","10000",1,0,0,0,0
"B0803","0511","00000",0,0,0,0,0
"B0804","0519","10000",1,0,0,0,0
"B0809","05900","10000",1,0,0,0,0
"B0809","05909","10000",1,0,0,0,0
"B081","0780","00000",0,0,0,0,0
"B0820","05810","00000",0,0,0,0,0
"B0821","05811","00000",0,0,0,0,0
"B0822","05812","00000",0,0,0,0,0
"B083","0570","00000",0,0,0,0,0
"B084","0743","00000",0,0,0,0,0
"B085","0740","00000",0,0,0,0,0
"B0860","05910","00000",0,0,0,0,0
"B0861","05911","00000",0,0,0,0,0
"B0862","05912","00000",0,0,0,0,0
"B0869","05919","00000",0,0,0,0,0
"B0870","05920","10000",1,0,0,0,0
"B0871","05921","00000",0,0,0,0,0
"B0872","05922","00000",0,0,0,0,0
"B0879","05920","10000",1,0,0,0,0
"B088","0598","10000",1,0,0,0,0
"B088","0784","10000",1,0,0,0,0
"B09","0578","10000",1,0,0,0,0
"B09","0579","10000",1,0,0,0,0
"B1001","05821","00000",0,0,0,0,0
"B1009","05829","00000",0,0,0,0,0
"B1081","05881","10000",1,0,0,0,0
"B1082","05882","10000",1,0,0,0,0
"B1089","05889","10000",1,0,0,0,0
"B150","0700","00000",0,0,0,0,0
"B159","0701","00000",0,0,0,0,0
"B160","07021","10000",1,0,0,0,0
"B161","07031","10000",1,0,0,0,0
"B162","07020","10000",1,0,0,0,0
"B169","07030","10000",1,0,0,0,0
"B170","07052","10000",1,0,0,0,0
"B1710","07051","00000",0,0,0,0,0
"B1711","07041","00000",0,0,0,0,0
"B172","07053","10000",1,0,0,0,0
"B178","07049","10000",1,0,0,0,0
"B178","07059","10000",1,0,0,0,0
"B179","0709","10000",1,0,0,0,0
"B180","07033","10000",1,0,0,0,0
"B181","07032","10000",1,0,0,0,0
"B182","07054","10000",1,0,0,0,0
"B188","07059","10000",1,0,0,0,0
"B189","07059","10000",1,0,0,0,0
"B190","0706","00000",0,0,0,0,0
"B1910","07030","10000",1,0,0,0,0
"B1911","07020","10000",1,0,0,0,0
"B1920","07070","00000",0,0,0,0,0
"B1921","07071","00000",0,0,0,0,0
"B199","0709","10000",1,0,0,0,0
"B20","042","00000",0,0,0,0,0
"B250","0785","10111",1,0,1,1,1
"B250","4841","10112",1,0,1,1,2
"B251","0785","10111",1,0,1,1,1
"B251","5731","10112",1,0,1,1,2
"B252","0785","10111",1,0,1,1,1
"B252","5770","10112",1,0,1,1,2
"B258","0785","10000",1,0,0,0,0
"B259","0785","10000",1,0,0,0,0
"B260","0720","00000",0,0,0,0,0
"B261","0721","00000",0,0,0,0,0
"B262","0722","00000",0,0,0,0,0
"B263","0723","00000",0,0,0,0,0
"B2681","07271","00000",0,0,0,0,0
"B2682","07279","10000",1,0,0,0,0
"B2683","07279","10000",1,0,0,0,0
"B2684","07272","00000",0,0,0,0,0
"B2685","07279","10000",1,0,0,0,0
"B2689","07279","10000",1,0,0,0,0
"B269","0729","00000",0,0,0,0,0
"B2700","075","10000",1,0,0,0,0
"B2701","075","10000",1,0,0,0,0
"B2702","075","10000",1,0,0,0,0
"B2709","075","10000",1,0,0,0,0
"B2710","075","10000",1,0,0,0,0
"B2711","075","10000",1,0,0,0,0
"B2712","075","10000",1,0,0,0,0
"B2719","075","10000",1,0,0,0,0
"B2780","075","10000",1,0,0,0,0
"B2781","075","10000",1,0,0,0,0
"B2782","075","10000",1,0,0,0,0
"B2789","075","10000",1,0,0,0,0
"B2790","075","10000",1,0,0,0,0
"B2791","075","10000",1,0,0,0,0
"B2792","075","10000",1,0,0,0,0
"B2799","075","10000",1,0,0,0,0
"B300","0771","00000",0,0,0,0,0
"B301","0773","10000",1,0,0,0,0
"B302","0772","00000",0,0,0,0,0
"B303","0774","00000",0,0,0,0,0
"B308","0778","00000",0,0,0,0,0
"B309","07799","00000",0,0,0,0,0
"B330","0741","00000",0,0,0,0,0
"B331","0663","10000",1,0,0,0,0
"B3320","07420","10000",1,0,0,0,0
"B3321","07422","10000",1,0,0,0,0
"B3322","07423","10000",1,0,0,0,0
"B3323","07421","10000",1,0,0,0,0
"B3324","07889","10000",1,0,0,0,0
"B333","07959","10000",1,0,0,0,0
"B334","07981","10000",1,0,0,0,0
"B338","0782","10000",1,0,0,0,0
"B338","07889","10000",1,0,0,0,0
"B338","07989","10000",1,0,0,0,0
"B340","0790","10000",1,0,0,0,0
"B341","0748","10000",1,0,0,0,0
"B341","07989","10000",1,0,0,0,0
"B342","07989","10000",1,0,0,0,0
"B343","07983","10000",1,0,0,0,0
"B344","07989","10000",1,0,0,0,0
"B348","07989","10000",1,0,0,0,0
"B349","7908","10000",1,0,0,0,0
"B350","1100","00000",0,0,0,0,0
"B351","1101","00000",0,0,0,0,0
"B352","1102","00000",0,0,0,0,0
"B353","1104","00000",0,0,0,0,0
"B354","1105","10000",1,0,0,0,0
"B355","1105","10000",1,0,0,0,0
"B356","1103","00000",0,0,0,0,0
"B358","1106","10000",1,0,0,0,0
"B358","1108","10000",1,0,0,0,0
"B359","1109","00000",0,0,0,0,0
"B360","1110","00000",0,0,0,0,0
"B361","1111","00000",0,0,0,0,0
"B362","1112","00000",0,0,0,0,0
"B363","1113","00000",0,0,0,0,0
"B368","1118","10000",1,0,0,0,0
"B369","1119","10000",1,0,0,0,0
"B370","1120","10000",1,0,0,0,0
"B371","1124","10000",1,0,0,0,0
"B372","1123","00000",0,0,0,0,0
"B373","1121","00000",0,0,0,0,0
"B3741","1122","10000",1,0,0,0,0
"B3742","1122","10000",1,0,0,0,0
"B3749","1122","10000",1,0,0,0,0
"B375","11283","00000",0,0,0,0,0
"B376","11281","00000",0,0,0,0,0
"B377","1125","10111",1,0,1,1,1
"B377","99591","10112",1,0,1,1,2
"B3781","11284","00000",0,0,0,0,0
"B3782","11285","00000",0,0,0,0,0
"B3783","1120","10000",1,0,0,0,0
"B3784","11282","00000",0,0,0,0,0
"B3789","11289","10000",1,0,0,0,0
"B379","1129","00000",0,0,0,0,0
"B380","1140","10000",1,0,0,0,0
"B381","1144","00000",0,0,0,0,0
"B382","1145","00000",0,0,0,0,0
"B383","1141","10000",1,0,0,0,0
"B384","1142","00000",0,0,0,0,0
"B387","1143","10000",1,0,0,0,0
"B3881","1141","10000",1,0,0,0,0
"B3889","1143","10000",1,0,0,0,0
"B389","1149","00000",0,0,0,0,0
"B390","11505","10000",1,0,0,0,0
"B391","11505","10000",1,0,0,0,0
"B392","11505","10000",1,0,0,0,0
"B393","11509","10000",1,0,0,0,0
"B394","11500","10000",1,0,0,0,0
"B395","11510","10000",1,0,0,0,0
"B399","11590","10000",1,0,0,0,0
"B400","1160","10000",1,0,0,0,0
"B401","1160","10000",1,0,0,0,0
"B402","1160","10000",1,0,0,0,0
"B403","1160","10000",1,0,0,0,0
"B407","1160","10000",1,0,0,0,0
"B4081","1160","10000",1,0,0,0,0
"B4089","1160","10000",1,0,0,0,0
"B409","1160","10000",1,0,0,0,0
"B410","1161","10000",1,0,0,0,0
"B417","1161","10000",1,0,0,0,0
"B418","1161","10000",1,0,0,0,0
"B419","1161","10000",1,0,0,0,0
"B420","1171","10000",1,0,0,0,0
"B421","1171","10000",1,0,0,0,0
"B427","1171","10000",1,0,0,0,0
"B4281","1171","10000",1,0,0,0,0
"B4282","1171","10000",1,0,0,0,0
"B4289","1171","10000",1,0,0,0,0
"B429","1171","10000",1,0,0,0,0
"B430","1172","10000",1,0,0,0,0
"B431","1172","10000",1,0,0,0,0
"B432","1172","10000",1,0,0,0,0
"B438","1172","10000",1,0,0,0,0
"B439","1172","10000",1,0,0,0,0
"B440","1173","10111",1,0,1,1,1
"B440","4846","10112",1,0,1,1,2
"B441","1173","10000",1,0,0,0,0
"B442","1173","10000",1,0,0,0,0
"B447","1173","10000",1,0,0,0,0
"B4481","5186","00000",0,0,0,0,0
"B4489","1173","10000",1,0,0,0,0
"B449","1173","10000",1,0,0,0,0
"B450","1175","10000",1,0,0,0,0
"B451","1175","10111",1,0,1,1,1
"B451","3210","10112",1,0,1,1,2
"B452","1175","10000",1,0,0,0,0
"B453","1175","10000",1,0,0,0,0
"B457","1175","10000",1,0,0,0,0
"B458","1175","10000",1,0,0,0,0
"B459","1175","10000",1,0,0,0,0
"B460","1177","10000",1,0,0,0,0
"B461","1177","10000",1,0,0,0,0
"B462","1177","10000",1,0,0,0,0
"B463","1177","10000",1,0,0,0,0
"B464","1177","10000",1,0,0,0,0
"B465","1177","10000",1,0,0,0,0
"B468","1177","10000",1,0,0,0,0
"B469","1177","10000",1,0,0,0,0
"B470","1174","10000",1,0,0,0,0
"B471","0399","10000",1,0,0,0,0
"B479","0394","10000",1,0,0,0,0
"B480","1162","00000",0,0,0,0,0
"B481","1170","00000",0,0,0,0,0
"B482","1176","00000",0,0,0,0,0
"B483","1179","10000",1,0,0,0,0
"B484","1173","10000",1,0,0,0,0
"B488","1178","10000",1,0,0,0,0
"B488","118","10000",1,0,0,0,0
"B49","1179","10000",1,0,0,0,0
"B500","0849","10000",1,0,0,0,0
"B508","0848","10000",1,0,0,0,0
"B508","0849","10000",1,0,0,0,0
"B509","0840","10000",1,0,0,0,0
"B510","0849","10000",1,0,0,0,0
"B518","0849","10000",1,0,0,0,0
"B519","0841","10000",1,0,0,0,0
"B519","0845","10000",1,0,0,0,0
"B520","0849","10111",1,0,1,1,1
"B520","58181","10112",1,0,1,1,2
"B528","0849","10000",1,0,0,0,0
"B529","0842","10000",1,0,0,0,0
"B529","0845","10000",1,0,0,0,0
"B530","0843","00000",0,0,0,0,0
"B531","0844","10000",1,0,0,0,0
"B538","0844","10000",1,0,0,0,0
"B54","0846","00000",0,0,0,0,0
"B550","0850","00000",0,0,0,0,0
"B551","0851","10000",1,0,0,0,0
"B551","0852","10000",1,0,0,0,0
"B551","0853","10000",1,0,0,0,0
"B551","0854","10000",1,0,0,0,0
"B552","0855","00000",0,0,0,0,0
"B559","0859","00000",0,0,0,0,0
"B560","0863","00000",0,0,0,0,0
"B561","0864","00000",0,0,0,0,0
"B569","0865","10000",1,0,0,0,0
"B569","0869","10000",1,0,0,0,0
"B570","0860","10000",1,0,0,0,0
"B571","0862","10000",1,0,0,0,0
"B572","0860","10000",1,0,0,0,0
"B5730","0861","10000",1,0,0,0,0
"B5731","0861","10000",1,0,0,0,0
"B5732","0861","10000",1,0,0,0,0
"B5739","0861","10000",1,0,0,0,0
"B5740","0861","10000",1,0,0,0,0
"B5741","0861","10000",1,0,0,0,0
"B5742","0861","10000",1,0,0,0,0
"B5749","0861","10000",1,0,0,0,0
"B575","0861","10000",1,0,0,0,0
"B5800","1307","10000",1,0,0,0,0
"B5801","1302","00000",0,0,0,0,0
"B5809","1301","10000",1,0,0,0,0
"B581","1305","00000",0,0,0,0,0
"B582","1300","00000",0,0,0,0,0
"B583","1304","10000",1,0,0,0,0
"B5881","1303","00000",0,0,0,0,0
"B5882","1307","10000",1,0,0,0,0
"B5883","1307","10000",1,0,0,0,0
"B5889","1307","10000",1,0,0,0,0
"B589","1309","00000",0,0,0,0,0
"B59","1363","00000",0,0,0,0,0
"B600","08882","00000",0,0,0,0,0
"B6010","13629","10000",1,0,0,0,0
"B6011","13621","10000",1,0,0,0,0
"B6012","13621","10111",1,0,1,1,1
"B6012","37215","10112",1,0,1,1,2
"B6013","13621","10111",1,0,1,1,1
"B6013","3708","10112",1,0,1,1,2
"B6019","13629","10000",1,0,0,0,0
"B602","13629","10000",1,0,0,0,0
"B608","1368","10000",1,0,0,0,0
"B64","0889","10000",1,0,0,0,0
"B64","1369","10000",1,0,0,0,0
"B650","1200","00000",0,0,0,0,0
"B651","1201","00000",0,0,0,0,0
"B652","1202","00000",0,0,0,0,0
"B653","1203","00000",0,0,0,0,0
"B658","1208","00000",0,0,0,0,0
"B659","1209","00000",0,0,0,0,0
"B660","1210","00000",0,0,0,0,0
"B661","1211","00000",0,0,0,0,0
"B662","1218","10000",1,0,0,0,0
"B663","1213","00000",0,0,0,0,0
"B664","1212","00000",0,0,0,0,0
"B665","1214","00000",0,0,0,0,0
"B668","1215","10000",1,0,0,0,0
"B668","1216","10000",1,0,0,0,0
"B668","1218","10000",1,0,0,0,0
"B669","1219","00000",0,0,0,0,0
"B670","1220","00000",0,0,0,0,0
"B671","1221","00000",0,0,0,0,0
"B672","1223","10000",1,0,0,0,0
"B6731","1222","00000",0,0,0,0,0
"B6732","1223","10000",1,0,0,0,0
"B6739","1223","10000",1,0,0,0,0
"B674","1224","00000",0,0,0,0,0
"B675","1225","00000",0,0,0,0,0
"B6761","1226","10000",1,0,0,0,0
"B6769","1226","10000",1,0,0,0,0
"B677","1227","00000",0,0,0,0,0
"B678","1228","00000",0,0,0,0,0
"B6790","1229","10000",1,0,0,0,0
"B6799","1229","10000",1,0,0,0,0
"B680","1230","00000",0,0,0,0,0
"B681","1232","00000",0,0,0,0,0
"B689","1233","00000",0,0,0,0,0
"B690","1231","10000",1,0,0,0,0
"B691","1231","10000",1,0,0,0,0
"B6981","1231","10000",1,0,0,0,0
"B6989","1231","10000",1,0,0,0,0
"B699","1231","10000",1,0,0,0,0
"B700","1234","00000",0,0,0,0,0
"B701","1235","00000",0,0,0,0,0
"B710","1236","00000",0,0,0,0,0
"B711","1238","10000",1,0,0,0,0
"B718","1238","10000",1,0,0,0,0
"B719","1239","00000",0,0,0,0,0
"B72","1257","00000",0,0,0,0,0
"B7300","1253","10000",1,0,0,0,0
"B7301","1253","10000",1,0,0,0,0
"B7302","1253","10000",1,0,0,0,0
"B7309","1253","10000",1,0,0,0,0
"B731","1253","10000",1,0,0,0,0
"B740","1250","00000",0,0,0,0,0
"B741","1251","00000",0,0,0,0,0
"B742","1256","10000",1,0,0,0,0
"B743","1252","00000",0,0,0,0,0
"B744","1255","00000",0,0,0,0,0
"B748","1256","10000",1,0,0,0,0
"B749","1259","00000",0,0,0,0,0
"B75","124","00000",0,0,0,0,0
"B760","1260","10000",1,0,0,0,0
"B760","1262","10000",1,0,0,0,0
"B760","1263","10000",1,0,0,0,0
"B760","1268","10000",1,0,0,0,0
"B761","1261","00000",0,0,0,0,0
"B768","1269","10000",1,0,0,0,0
"B769","1269","10000",1,0,0,0,0
"B770","1270","10000",1,0,0,0,0
"B7781","1270","10111",1,0,1,1,1
"B7781","4848","10112",1,0,1,1,2
"B7789","1270","10000",1,0,0,0,0
"B779","1270","10000",1,0,0,0,0
"B780","1272","10000",1,0,0,0,0
"B781","6868","10000",1,0,0,0,0
"B787","1272","10000",1,0,0,0,0
"B789","1272","10000",1,0,0,0,0
"B79","1273","00000",0,0,0,0,0
"B80","1274","00000",0,0,0,0,0
"B810","1271","00000",0,0,0,0,0
"B811","1275","00000",0,0,0,0,0
"B812","1276","00000",0,0,0,0,0
"B813","1277","10000",1,0,0,0,0
"B814","1278","00000",0,0,0,0,0
"B818","1277","10000",1,0,0,0,0
"B820","1279","00000",0,0,0,0,0
"B829","129","00000",0,0,0,0,0
"B830","1280","00000",0,0,0,0,0
"B831","1281","00000",0,0,0,0,0
"B832","1288","10000",1,0,0,0,0
"B833","1288","10000",1,0,0,0,0
"B834","1342","10000",1,0,0,0,0
"B838","1288","10000",1,0,0,0,0
"B839","1289","00000",0,0,0,0,0
"B850","1320","00000",0,0,0,0,0
"B851","1321","00000",0,0,0,0,0
"B852","1329","00000",0,0,0,0,0
"B853","1322","00000",0,0,0,0,0
"B854","1323","00000",0,0,0,0,0
"B86","1330","00000",0,0,0,0,0
"B870","1340","10000",1,0,0,0,0
"B871","1340","10000",1,0,0,0,0
"B872","1340","10000",1,0,0,0,0
"B873","1340","10000",1,0,0,0,0
"B874","1340","10000",1,0,0,0,0
"B8781","1340","10000",1,0,0,0,0
"B8782","1340","10000",1,0,0,0,0
"B8789","1340","10000",1,0,0,0,0
"B879","1340","10000",1,0,0,0,0
"B880","1338","10000",1,0,0,0,0
"B881","1341","10000",1,0,0,0,0
"B882","1341","10000",1,0,0,0,0
"B883","1342","10000",1,0,0,0,0
"B888","1348","10000",1,0,0,0,0
"B889","1349","10000",1,0,0,0,0
"B89","1369","10000",1,0,0,0,0
"B900","1371","00000",0,0,0,0,0
"B901","1372","00000",0,0,0,0,0
"B902","1373","00000",0,0,0,0,0
"B908","1374","00000",0,0,0,0,0
"B909","1370","00000",0,0,0,0,0
"B91","138","10000",1,0,0,0,0
"B92","1398","10000",1,0,0,0,0
"B940","1391","00000",0,0,0,0,0
"B941","1390","00000",0,0,0,0,0
"B942","1398","10000",1,0,0,0,0
"B948","1398","10000",1,0,0,0,0
"B949","1398","10000",1,0,0,0,0
"B950","04101","00000",0,0,0,0,0
"B951","04102","00000",0,0,0,0,0
"B952","04104","00000",0,0,0,0,0
"B953","04109","10000",1,0,0,0,0
"B954","04109","10000",1,0,0,0,0
"B955","04100","10000",1,0,0,0,0
"B9561","04111","10000",1,0,0,0,0
"B9562","04112","10000",1,0,0,0,0
"B957","04119","10000",1,0,0,0,0
"B958","04110","10000",1,0,0,0,0
"B960","04181","10000",1,0,0,0,0
"B961","0413","00000",0,0,0,0,0
"B9620","04149","10000",1,0,0,0,0
"B9621","04141","00000",0,0,0,0,0
"B9622","04142","00000",0,0,0,0,0
"B9623","04143","00000",0,0,0,0,0
"B9629","04149","10000",1,0,0,0,0
"B963","0415","10000",1,0,0,0,0
"B964","0416","00000",0,0,0,0,0
"B965","0417","00000",0,0,0,0,0
"B966","04182","00000",0,0,0,0,0
"B967","04183","10000",1,0,0,0,0
"B9681","04186","00000",0,0,0,0,0
"B9682","04184","10000",1,0,0,0,0
"B9689","04189","10000",1,0,0,0,0
"B970","0790","10000",1,0,0,0,0
"B9710","07999","10000",1,0,0,0,0
"B9711","0792","10000",1,0,0,0,0
"B9712","0791","10000",1,0,0,0,0
"B9719","07989","10000",1,0,0,0,0
"B9721","07982","00000",0,0,0,0,0
"B9729","07989","10000",1,0,0,0,0
"B9730","07950","00000",0,0,0,0,0
"B9731","07959","10000",1,0,0,0,0
"B9732","07959","10000",1,0,0,0,0
"B9733","07951","00000",0,0,0,0,0
"B9734","07952","00000",0,0,0,0,0
"B9735","07953","00000",0,0,0,0,0
"B9739","07959","10000",1,0,0,0,0
"B974","0796","10000",1,0,0,0,0
"B975","07989","10000",1,0,0,0,0
"B976","07989","10000",1,0,0,0,0
"B977","0794","00000",0,0,0,0,0
"B9781","07989","10000",1,0,0,0,0
"B9789","07989","10000",1,0,0,0,0
"B9789","07999","10000",1,0,0,0,0
"B998","1368","10000",1,0,0,0,0
"B999","1369","10000",1,0,0,0,0
"C000","1400","00000",0,0,0,0,0
"C001","1401","00000",0,0,0,0,0
"C002","1409","10000",1,0,0,0,0
"C003","1403","00000",0,0,0,0,0
"C004","1404","00000",0,0,0,0,0
"C005","1405","00000",0,0,0,0,0
"C006","1406","00000",0,0,0,0,0
"C008","1408","00000",0,0,0,0,0
"C009","1409","10000",1,0,0,0,0
"C01","1410","00000",0,0,0,0,0
"C020","1411","00000",0,0,0,0,0
"C021","1412","00000",0,0,0,0,0
"C022","1413","00000",0,0,0,0,0
"C023","1414","00000",0,0,0,0,0
"C024","1416","00000",0,0,0,0,0
"C028","1418","10000",1,0,0,0,0
"C029","1419","00000",0,0,0,0,0
"C030","1430","00000",0,0,0,0,0
"C031","1431","00000",0,0,0,0,0
"C039","1438","10000",1,0,0,0,0
"C039","1439","10000",1,0,0,0,0
"C040","1440","00000",0,0,0,0,0
"C041","1441","00000",0,0,0,0,0
"C048","1448","00000",0,0,0,0,0
"C049","1449","00000",0,0,0,0,0
"C050","1452","00000",0,0,0,0,0
"C051","1453","00000",0,0,0,0,0
"C052","1454","00000",0,0,0,0,0
"C058","1455","10000",1,0,0,0,0
"C059","1455","10000",1,0,0,0,0
"C060","1450","00000",0,0,0,0,0
"C061","1451","00000",0,0,0,0,0
"C062","1456","00000",0,0,0,0,0
"C0680","1458","10000",1,0,0,0,0
"C0689","1458","10000",1,0,0,0,0
"C069","1459","00000",0,0,0,0,0
"C07","1420","00000",0,0,0,0,0
"C080","1421","00000",0,0,0,0,0
"C081","1422","00000",0,0,0,0,0
"C089","1428","10000",1,0,0,0,0
"C089","1429","10000",1,0,0,0,0
"C090","1461","00000",0,0,0,0,0
"C091","1462","00000",0,0,0,0,0
"C098","1460","10000",1,0,0,0,0
"C099","1460","10000",1,0,0,0,0
"C100","1463","00000",0,0,0,0,0
"C101","1464","00000",0,0,0,0,0
"C102","1466","00000",0,0,0,0,0
"C103","1467","00000",0,0,0,0,0
"C104","1468","10000",1,0,0,0,0
"C108","1468","10000",1,0,0,0,0
"C109","1469","00000",0,0,0,0,0
"C110","1470","00000",0,0,0,0,0
"C111","1471","00000",0,0,0,0,0
"C112","1472","00000",0,0,0,0,0
"C113","1473","00000",0,0,0,0,0
"C118","1478","10000",1,0,0,0,0
"C119","1479","00000",0,0,0,0,0
"C12","1481","00000",0,0,0,0,0
"C130","1480","00000",0,0,0,0,0
"C131","1482","00000",0,0,0,0,0
"C132","1483","00000",0,0,0,0,0
"C138","1488","10000",1,0,0,0,0
"C139","1489","00000",0,0,0,0,0
"C140","1490","00000",0,0,0,0,0
"C142","1491","00000",0,0,0,0,0
"C148","1498","10000",1,0,0,0,0
"C148","1499","10000",1,0,0,0,0
"C153","1500","10000",1,0,0,0,0
"C153","1503","10000",1,0,0,0,0
"C154","1501","10000",1,0,0,0,0
"C154","1504","10000",1,0,0,0,0
"C155","1502","10000",1,0,0,0,0
"C155","1505","10000",1,0,0,0,0
"C158","1508","10000",1,0,0,0,0
"C159","1509","00000",0,0,0,0,0
"C160","1510","00000",0,0,0,0,0
"C161","1513","00000",0,0,0,0,0
"C162","1514","00000",0,0,0,0,0
"C163","1512","00000",0,0,0,0,0
"C164","1511","00000",0,0,0,0,0
"C165","1515","00000",0,0,0,0,0
"C166","1516","00000",0,0,0,0,0
"C168","1518","10000",1,0,0,0,0
"C169","1519","00000",0,0,0,0,0
"C170","1520","00000",0,0,0,0,0
"C171","1521","00000",0,0,0,0,0
"C172","1522","00000",0,0,0,0,0
"C173","1523","00000",0,0,0,0,0
"C178","1528","10000",1,0,0,0,0
"C179","1529","00000",0,0,0,0,0
"C180","1534","00000",0,0,0,0,0
"C181","1535","00000",0,0,0,0,0
"C182","1536","00000",0,0,0,0,0
"C183","1530","00000",0,0,0,0,0
"C184","1531","00000",0,0,0,0,0
"C185","1537","00000",0,0,0,0,0
"C186","1532","00000",0,0,0,0,0
"C187","1533","00000",0,0,0,0,0
"C188","1538","10000",1,0,0,0,0
"C189","1539","00000",0,0,0,0,0
"C19","1540","00000",0,0,0,0,0
"C20","1541","00000",0,0,0,0,0
"C210","1543","00000",0,0,0,0,0
"C211","1542","00000",0,0,0,0,0
"C212","1548","10000",1,0,0,0,0
"C218","1548","10000",1,0,0,0,0
"C220","1550","10000",1,0,0,0,0
"C221","1551","00000",0,0,0,0,0
"C222","1550","10000",1,0,0,0,0
"C223","1550","10000",1,0,0,0,0
"C224","1550","10000",1,0,0,0,0
"C227","1550","10000",1,0,0,0,0
"C228","1550","10000",1,0,0,0,0
"C229","1552","00000",0,0,0,0,0
"C23","1560","00000",0,0,0,0,0
"C240","1561","00000",0,0,0,0,0
"C241","1562","00000",0,0,0,0,0
"C248","1568","00000",0,0,0,0,0
"C249","1569","00000",0,0,0,0,0
"C250","1570","00000",0,0,0,0,0
"C251","1571","00000",0,0,0,0,0
"C252","1572","00000",0,0,0,0,0
"C253","1573","00000",0,0,0,0,0
"C254","1574","00000",0,0,0,0,0
"C257","1578","10000",1,0,0,0,0
"C258","1578","10000",1,0,0,0,0
"C259","1579","00000",0,0,0,0,0
"C260","1590","00000",0,0,0,0,0
"C261","1591","00000",0,0,0,0,0
"C269","1598","10000",1,0,0,0,0
"C269","1599","10000",1,0,0,0,0
"C300","1600","00000",0,0,0,0,0
"C301","1601","00000",0,0,0,0,0
"C310","1602","00000",0,0,0,0,0
